,P-Gcc8iok2o,大好真々子,通常攻撃が全体攻撃で二回攻撃ママ,730,970
,HsJSACmom1M,椎名ましろ,椎名ましろキャラソン,766,1425
,1-hxFUl00VI,佐倉慈,あなたとSTORY,510,780
,F5M7QDdgIn0,比良平ちさき,あの日のままで,794,1130
,6GXPLKwBWrk,超平和バスターズ,secret base ～君がくれたもの～,762,1080
,7npYy3_sFt8,霞ヶ丘詩羽,饒舌スキャンダラス,438,688
,YV0tOCNvLUw,ジュリエット・ペルシア,Hush little baby,2621,2722
,ugv-dyZmg6c,亜咲花,Ready Set Go!!,4,231
,r5KjPyGiwek,亜咲花,バラッド,3,227
