,bQBHMPmgX8w,ときのそら,KumoHurray!,560,744
,bQBHMPmgX8w,ときのそら,花時の空,3226,3563
,3YfI8tPsfS4,ときのそら,Step and Go!!,722,980
,Lw3sBpkC3Rw,ロボ子,るる,60,266
,Lw3sBpkC3Rw,ロボ子,神っぽいな,1190,1400
,Lw3sBpkC3Rw,ロボ子,フォイニ,1402,1592

